k,x,y
"Mining, Quarrying, and Oil and Gas Extraction",3548.133892335753,8
"Mining, Quarrying, and Oil and Gas Extraction",3981.0717055349733,13
"Mining, Quarrying, and Oil and Gas Extraction",4466.835921509631,31
"Mining, Quarrying, and Oil and Gas Extraction",5011.872336272725,12
"Mining, Quarrying, and Oil and Gas Extraction",5623.413251903491,13
"Mining, Quarrying, and Oil and Gas Extraction",6309.57344480193,23
"Mining, Quarrying, and Oil and Gas Extraction",7079.457843841381,16
"Mining, Quarrying, and Oil and Gas Extraction",7943.282347242814,21
"Mining, Quarrying, and Oil and Gas Extraction",8912.509381337459,20
"Mining, Quarrying, and Oil and Gas Extraction",10000.0,49
"Mining, Quarrying, and Oil and Gas Extraction",11220.18454301963,38
"Mining, Quarrying, and Oil and Gas Extraction",12589.254117941662,45
"Mining, Quarrying, and Oil and Gas Extraction",14125.375446227554,64
"Mining, Quarrying, and Oil and Gas Extraction",15848.93192461114,40
"Mining, Quarrying, and Oil and Gas Extraction",17782.794100389227,26
"Mining, Quarrying, and Oil and Gas Extraction",19952.62314968879,105
"Mining, Quarrying, and Oil and Gas Extraction",22387.21138568338,130
"Mining, Quarrying, and Oil and Gas Extraction",25118.864315095823,59
"Mining, Quarrying, and Oil and Gas Extraction",28183.82931264455,171
"Mining, Quarrying, and Oil and Gas Extraction",31622.776601683792,161
"Mining, Quarrying, and Oil and Gas Extraction",35481.33892335753,139
"Mining, Quarrying, and Oil and Gas Extraction",39810.71705534969,316
"Mining, Quarrying, and Oil and Gas Extraction",44668.359215096345,506
"Mining, Quarrying, and Oil and Gas Extraction",50118.72336272725,260
"Mining, Quarrying, and Oil and Gas Extraction",56234.13251903491,406
"Mining, Quarrying, and Oil and Gas Extraction",63095.7344480193,508
"Mining, Quarrying, and Oil and Gas Extraction",70794.57843841374,342
"Mining, Quarrying, and Oil and Gas Extraction",79432.82347242821,488
"Mining, Quarrying, and Oil and Gas Extraction",89125.0938133746,392
"Mining, Quarrying, and Oil and Gas Extraction",100000.0,529
"Mining, Quarrying, and Oil and Gas Extraction",112201.84543019629,321
"Mining, Quarrying, and Oil and Gas Extraction",125892.54117941661,197
"Mining, Quarrying, and Oil and Gas Extraction",141253.75446227554,214
"Mining, Quarrying, and Oil and Gas Extraction",158489.3192461114,136
"Mining, Quarrying, and Oil and Gas Extraction",177827.94100389228,105
"Mining, Quarrying, and Oil and Gas Extraction",199526.2314968879,132
"Mining, Quarrying, and Oil and Gas Extraction",223872.11385683378,67
"Mining, Quarrying, and Oil and Gas Extraction",251188.6431509582,20
"Mining, Quarrying, and Oil and Gas Extraction",281838.2931264455,50
"Mining, Quarrying, and Oil and Gas Extraction",316227.7660168379,4
"Mining, Quarrying, and Oil and Gas Extraction",354813.3892335753,10
"Mining, Quarrying, and Oil and Gas Extraction",398107.1705534969,25
"Mining, Quarrying, and Oil and Gas Extraction",446683.5921509635,12
"Mining, Quarrying, and Oil and Gas Extraction",501187.2336272725,77
"Mining, Quarrying, and Oil and Gas Extraction",562341.3251903491,11
"Mining, Quarrying, and Oil and Gas Extraction",630957.344480193,1
Utilities,1995.2623149688789,23
Utilities,2238.72113856834,14
Utilities,2511.88643150958,10
Utilities,2818.382931264455,30
Utilities,3162.2776601683795,11
Utilities,3548.133892335753,11
Utilities,3981.0717055349733,29
Utilities,4466.835921509631,81
Utilities,5011.872336272725,22
Utilities,5623.413251903491,54
Utilities,6309.57344480193,49
Utilities,7079.457843841381,28
Utilities,7943.282347242814,61
Utilities,8912.509381337459,40
Utilities,10000.0,124
Utilities,11220.18454301963,73
Utilities,12589.254117941662,47
Utilities,14125.375446227554,71
Utilities,15848.93192461114,60
Utilities,17782.794100389227,64
Utilities,19952.62314968879,187
Utilities,22387.21138568338,191
Utilities,25118.864315095823,152
Utilities,28183.82931264455,303
Utilities,31622.776601683792,365
Utilities,35481.33892335753,346
Utilities,39810.71705534969,658
Utilities,44668.359215096345,1060
Utilities,50118.72336272725,638
Utilities,56234.13251903491,902
Utilities,63095.7344480193,955
Utilities,70794.57843841374,763
Utilities,79432.82347242821,1184
Utilities,89125.0938133746,918
Utilities,100000.0,1578
Utilities,112201.84543019629,971
Utilities,125892.54117941661,789
Utilities,141253.75446227554,617
Utilities,158489.3192461114,377
Utilities,177827.94100389228,239
Utilities,199526.2314968879,253
Utilities,223872.11385683378,133
Utilities,251188.6431509582,41
Utilities,281838.2931264455,52
Utilities,316227.7660168379,22
Utilities,354813.3892335753,9
Utilities,398107.1705534969,14
Utilities,446683.5921509635,31
Utilities,501187.2336272725,55
Utilities,562341.3251903491,31
Utilities,630957.344480193,11
Utilities,707945.7843841374,7
"Professional, Scientific, and Technical Services",1995.2623149688789,991
"Professional, Scientific, and Technical Services",2238.72113856834,618
"Professional, Scientific, and Technical Services",2511.88643150958,294
"Professional, Scientific, and Technical Services",2818.382931264455,1098
"Professional, Scientific, and Technical Services",3162.2776601683795,529
"Professional, Scientific, and Technical Services",3548.133892335753,307
"Professional, Scientific, and Technical Services",3981.0717055349733,1103
"Professional, Scientific, and Technical Services",4466.835921509631,2253
"Professional, Scientific, and Technical Services",5011.872336272725,530
"Professional, Scientific, and Technical Services",5623.413251903491,1493
"Professional, Scientific, and Technical Services",6309.57344480193,1183
"Professional, Scientific, and Technical Services",7079.457843841381,746
"Professional, Scientific, and Technical Services",7943.282347242814,1706
"Professional, Scientific, and Technical Services",8912.509381337459,1070
"Professional, Scientific, and Technical Services",10000.0,3293
"Professional, Scientific, and Technical Services",11220.18454301963,2562
"Professional, Scientific, and Technical Services",12589.254117941662,1694
"Professional, Scientific, and Technical Services",14125.375446227554,2792
"Professional, Scientific, and Technical Services",15848.93192461114,1885
"Professional, Scientific, and Technical Services",17782.794100389227,2388
"Professional, Scientific, and Technical Services",19952.62314968879,5589
"Professional, Scientific, and Technical Services",22387.21138568338,5876
"Professional, Scientific, and Technical Services",25118.864315095823,3425
"Professional, Scientific, and Technical Services",28183.82931264455,7066
"Professional, Scientific, and Technical Services",31622.776601683792,6607
"Professional, Scientific, and Technical Services",35481.33892335753,4559
"Professional, Scientific, and Technical Services",39810.71705534969,8659
"Professional, Scientific, and Technical Services",44668.359215096345,11995
"Professional, Scientific, and Technical Services",50118.72336272725,6215
"Professional, Scientific, and Technical Services",56234.13251903491,8883
"Professional, Scientific, and Technical Services",63095.7344480193,9554
"Professional, Scientific, and Technical Services",70794.57843841374,7604
"Professional, Scientific, and Technical Services",79432.82347242821,9516
"Professional, Scientific, and Technical Services",89125.0938133746,7742
"Professional, Scientific, and Technical Services",100000.0,11449
"Professional, Scientific, and Technical Services",112201.84543019629,7976
"Professional, Scientific, and Technical Services",125892.54117941661,6548
"Professional, Scientific, and Technical Services",141253.75446227554,6217
"Professional, Scientific, and Technical Services",158489.3192461114,4696
"Professional, Scientific, and Technical Services",177827.94100389228,3416
"Professional, Scientific, and Technical Services",199526.2314968879,4899
"Professional, Scientific, and Technical Services",223872.11385683378,3274
"Professional, Scientific, and Technical Services",251188.6431509582,1029
"Professional, Scientific, and Technical Services",281838.2931264455,1539
"Professional, Scientific, and Technical Services",316227.7660168379,696
"Professional, Scientific, and Technical Services",354813.3892335753,318
"Professional, Scientific, and Technical Services",398107.1705534969,528
"Professional, Scientific, and Technical Services",446683.5921509635,713
"Professional, Scientific, and Technical Services",501187.2336272725,1048
"Professional, Scientific, and Technical Services",562341.3251903491,1159
"Professional, Scientific, and Technical Services",630957.344480193,621
"Professional, Scientific, and Technical Services",707945.7843841374,552
Wholesale Trade,1995.2623149688789,120
Wholesale Trade,2238.72113856834,84
Wholesale Trade,2511.88643150958,40
Wholesale Trade,2818.382931264455,133
Wholesale Trade,3162.2776601683795,74
Wholesale Trade,3548.133892335753,63
Wholesale Trade,3981.0717055349733,145
Wholesale Trade,4466.835921509631,312
Wholesale Trade,5011.872336272725,87
Wholesale Trade,5623.413251903491,215
Wholesale Trade,6309.57344480193,168
Wholesale Trade,7079.457843841381,121
Wholesale Trade,7943.282347242814,262
Wholesale Trade,8912.509381337459,183
Wholesale Trade,10000.0,526
Wholesale Trade,11220.18454301963,383
Wholesale Trade,12589.254117941662,278
Wholesale Trade,14125.375446227554,427
Wholesale Trade,15848.93192461114,300
Wholesale Trade,17782.794100389227,398
Wholesale Trade,19952.62314968879,998
Wholesale Trade,22387.21138568338,1158
Wholesale Trade,25118.864315095823,720
Wholesale Trade,28183.82931264455,1581
Wholesale Trade,31622.776601683792,1574
Wholesale Trade,35481.33892335753,1347
Wholesale Trade,39810.71705534969,2316
Wholesale Trade,44668.359215096345,3170
Wholesale Trade,50118.72336272725,1657
Wholesale Trade,56234.13251903491,2118
Wholesale Trade,63095.7344480193,2057
Wholesale Trade,70794.57843841374,1476
Wholesale Trade,79432.82347242821,1703
Wholesale Trade,89125.0938133746,1162
Wholesale Trade,100000.0,1679
Wholesale Trade,112201.84543019629,1084
Wholesale Trade,125892.54117941661,724
Wholesale Trade,141253.75446227554,758
Wholesale Trade,158489.3192461114,475
Wholesale Trade,177827.94100389228,354
Wholesale Trade,199526.2314968879,584
Wholesale Trade,223872.11385683378,387
Wholesale Trade,251188.6431509582,115
Wholesale Trade,281838.2931264455,168
Wholesale Trade,316227.7660168379,50
Wholesale Trade,354813.3892335753,20
Wholesale Trade,398107.1705534969,60
Wholesale Trade,446683.5921509635,137
Wholesale Trade,501187.2336272725,134
Wholesale Trade,562341.3251903491,111
Wholesale Trade,630957.344480193,46
Wholesale Trade,707945.7843841374,47
Manufacturing,1995.2623149688789,515
Manufacturing,2238.72113856834,351
Manufacturing,2511.88643150958,143
Manufacturing,2818.382931264455,561
Manufacturing,3162.2776601683795,264
Manufacturing,3548.133892335753,197
Manufacturing,3981.0717055349733,605
Manufacturing,4466.835921509631,1430
Manufacturing,5011.872336272725,327
Manufacturing,5623.413251903491,910
Manufacturing,6309.57344480193,786
Manufacturing,7079.457843841381,523
Manufacturing,7943.282347242814,1139
Manufacturing,8912.509381337459,748
Manufacturing,10000.0,2052
Manufacturing,11220.18454301963,1448
Manufacturing,12589.254117941662,1157
Manufacturing,14125.375446227554,1838
Manufacturing,15848.93192461114,1310
Manufacturing,17782.794100389227,1599
Manufacturing,19952.62314968879,4149
Manufacturing,22387.21138568338,4933
Manufacturing,25118.864315095823,3467
Manufacturing,28183.82931264455,7519
Manufacturing,31622.776601683792,8307
Manufacturing,35481.33892335753,6268
Manufacturing,39810.71705534969,11476
Manufacturing,44668.359215096345,15490
Manufacturing,50118.72336272725,7765
Manufacturing,56234.13251903491,9873
Manufacturing,63095.7344480193,9718
Manufacturing,70794.57843841374,7051
Manufacturing,79432.82347242821,8511
Manufacturing,89125.0938133746,6238
Manufacturing,100000.0,8530
Manufacturing,112201.84543019629,5217
Manufacturing,125892.54117941661,4232
Manufacturing,141253.75446227554,3775
Manufacturing,158489.3192461114,2650
Manufacturing,177827.94100389228,1853
Manufacturing,199526.2314968879,2426
Manufacturing,223872.11385683378,1590
Manufacturing,251188.6431509582,514
Manufacturing,281838.2931264455,616
Manufacturing,316227.7660168379,284
Manufacturing,354813.3892335753,110
Manufacturing,398107.1705534969,225
Manufacturing,446683.5921509635,485
Manufacturing,501187.2336272725,475
Manufacturing,562341.3251903491,321
Manufacturing,630957.344480193,254
Manufacturing,707945.7843841374,138
Health Care and Social Assistance,1995.2623149688789,790
Health Care and Social Assistance,2238.72113856834,462
Health Care and Social Assistance,2511.88643150958,240
Health Care and Social Assistance,2818.382931264455,842
Health Care and Social Assistance,3162.2776601683795,421
Health Care and Social Assistance,3548.133892335753,319
Health Care and Social Assistance,3981.0717055349733,982
Health Care and Social Assistance,4466.835921509631,2018
Health Care and Social Assistance,5011.872336272725,543
Health Care and Social Assistance,5623.413251903491,1444
Health Care and Social Assistance,6309.57344480193,1015
Health Care and Social Assistance,7079.457843841381,744
Health Care and Social Assistance,7943.282347242814,1557
Health Care and Social Assistance,8912.509381337459,1112
Health Care and Social Assistance,10000.0,3151
Health Care and Social Assistance,11220.18454301963,2452
Health Care and Social Assistance,12589.254117941662,1984
Health Care and Social Assistance,14125.375446227554,2856
Health Care and Social Assistance,15848.93192461114,2172
Health Care and Social Assistance,17782.794100389227,2643
Health Care and Social Assistance,19952.62314968879,6493
Health Care and Social Assistance,22387.21138568338,7262
Health Care and Social Assistance,25118.864315095823,4718
Health Care and Social Assistance,28183.82931264455,9452
Health Care and Social Assistance,31622.776601683792,9901
Health Care and Social Assistance,35481.33892335753,6875
Health Care and Social Assistance,39810.71705534969,11606
Health Care and Social Assistance,44668.359215096345,14791
Health Care and Social Assistance,50118.72336272725,7696
Health Care and Social Assistance,56234.13251903491,10305
Health Care and Social Assistance,63095.7344480193,10617
Health Care and Social Assistance,70794.57843841374,7738
Health Care and Social Assistance,79432.82347242821,9462
Health Care and Social Assistance,89125.0938133746,6544
Health Care and Social Assistance,100000.0,8161
Health Care and Social Assistance,112201.84543019629,4803
Health Care and Social Assistance,125892.54117941661,3296
Health Care and Social Assistance,141253.75446227554,2572
Health Care and Social Assistance,158489.3192461114,1685
Health Care and Social Assistance,177827.94100389228,1298
Health Care and Social Assistance,199526.2314968879,2024
Health Care and Social Assistance,223872.11385683378,1561
Health Care and Social Assistance,251188.6431509582,616
Health Care and Social Assistance,281838.2931264455,775
Health Care and Social Assistance,316227.7660168379,361
Health Care and Social Assistance,354813.3892335753,209
Health Care and Social Assistance,398107.1705534969,555
Health Care and Social Assistance,446683.5921509635,1040
Health Care and Social Assistance,501187.2336272725,1016
Health Care and Social Assistance,562341.3251903491,714
Health Care and Social Assistance,630957.344480193,255
Health Care and Social Assistance,707945.7843841374,289
Administrative and Support and Waste Management and Remediation Services,1995.2623149688789,293
Administrative and Support and Waste Management and Remediation Services,2238.72113856834,196
Administrative and Support and Waste Management and Remediation Services,2511.88643150958,80
Administrative and Support and Waste Management and Remediation Services,2818.382931264455,319
Administrative and Support and Waste Management and Remediation Services,3162.2776601683795,161
Administrative and Support and Waste Management and Remediation Services,3548.133892335753,139
Administrative and Support and Waste Management and Remediation Services,3981.0717055349733,306
Administrative and Support and Waste Management and Remediation Services,4466.835921509631,599
Administrative and Support and Waste Management and Remediation Services,5011.872336272725,207
Administrative and Support and Waste Management and Remediation Services,5623.413251903491,436
Administrative and Support and Waste Management and Remediation Services,6309.57344480193,352
Administrative and Support and Waste Management and Remediation Services,7079.457843841381,273
Administrative and Support and Waste Management and Remediation Services,7943.282347242814,434
Administrative and Support and Waste Management and Remediation Services,8912.509381337459,339
Administrative and Support and Waste Management and Remediation Services,10000.0,814
Administrative and Support and Waste Management and Remediation Services,11220.18454301963,671
Administrative and Support and Waste Management and Remediation Services,12589.254117941662,480
Administrative and Support and Waste Management and Remediation Services,14125.375446227554,630
Administrative and Support and Waste Management and Remediation Services,15848.93192461114,592
Administrative and Support and Waste Management and Remediation Services,17782.794100389227,670
Administrative and Support and Waste Management and Remediation Services,19952.62314968879,1353
Administrative and Support and Waste Management and Remediation Services,22387.21138568338,1636
Administrative and Support and Waste Management and Remediation Services,25118.864315095823,1142
Administrative and Support and Waste Management and Remediation Services,28183.82931264455,2512
Administrative and Support and Waste Management and Remediation Services,31622.776601683792,2852
Administrative and Support and Waste Management and Remediation Services,35481.33892335753,2676
Administrative and Support and Waste Management and Remediation Services,39810.71705534969,4961
Administrative and Support and Waste Management and Remediation Services,44668.359215096345,6950
Administrative and Support and Waste Management and Remediation Services,50118.72336272725,4476
Administrative and Support and Waste Management and Remediation Services,56234.13251903491,5572
Administrative and Support and Waste Management and Remediation Services,63095.7344480193,5750
Administrative and Support and Waste Management and Remediation Services,70794.57843841374,4612
Administrative and Support and Waste Management and Remediation Services,79432.82347242821,5581
Administrative and Support and Waste Management and Remediation Services,89125.0938133746,4502
Administrative and Support and Waste Management and Remediation Services,100000.0,5765
Administrative and Support and Waste Management and Remediation Services,112201.84543019629,3756
Administrative and Support and Waste Management and Remediation Services,125892.54117941661,2920
Administrative and Support and Waste Management and Remediation Services,141253.75446227554,2033
Administrative and Support and Waste Management and Remediation Services,158489.3192461114,1616
Administrative and Support and Waste Management and Remediation Services,177827.94100389228,709
Administrative and Support and Waste Management and Remediation Services,199526.2314968879,559
Administrative and Support and Waste Management and Remediation Services,223872.11385683378,252
Administrative and Support and Waste Management and Remediation Services,251188.6431509582,76
Administrative and Support and Waste Management and Remediation Services,281838.2931264455,62
Administrative and Support and Waste Management and Remediation Services,316227.7660168379,24
Administrative and Support and Waste Management and Remediation Services,354813.3892335753,17
Administrative and Support and Waste Management and Remediation Services,398107.1705534969,32
Administrative and Support and Waste Management and Remediation Services,446683.5921509635,42
Administrative and Support and Waste Management and Remediation Services,501187.2336272725,41
Administrative and Support and Waste Management and Remediation Services,562341.3251903491,37
Administrative and Support and Waste Management and Remediation Services,630957.344480193,20
Administrative and Support and Waste Management and Remediation Services,707945.7843841374,18
Construction,1995.2623149688789,480
Construction,2238.72113856834,279
Construction,2511.88643150958,111
Construction,2818.382931264455,444
Construction,3162.2776601683795,198
Construction,3548.133892335753,141
Construction,3981.0717055349733,525
Construction,4466.835921509631,1015
Construction,5011.872336272725,231
Construction,5623.413251903491,720
Construction,6309.57344480193,522
Construction,7079.457843841381,381
Construction,7943.282347242814,690
Construction,8912.509381337459,509
Construction,10000.0,1610
Construction,11220.18454301963,1232
Construction,12589.254117941662,832
Construction,14125.375446227554,1516
Construction,15848.93192461114,953
Construction,17782.794100389227,1258
Construction,19952.62314968879,3375
Construction,22387.21138568338,3745
Construction,25118.864315095823,2014
Construction,28183.82931264455,5201
Construction,31622.776601683792,4758
Construction,35481.33892335753,3349
Construction,39810.71705534969,6903
Construction,44668.359215096345,9761
Construction,50118.72336272725,4660
Construction,56234.13251903491,6147
Construction,63095.7344480193,5905
Construction,70794.57843841374,3996
Construction,79432.82347242821,5140
Construction,89125.0938133746,3330
Construction,100000.0,4505
Construction,112201.84543019629,2348
Construction,125892.54117941661,1446
Construction,141253.75446227554,1368
Construction,158489.3192461114,712
Construction,177827.94100389228,449
Construction,199526.2314968879,697
Construction,223872.11385683378,431
Construction,251188.6431509582,124
Construction,281838.2931264455,185
Construction,316227.7660168379,67
Construction,354813.3892335753,30
Construction,398107.1705534969,64
Construction,446683.5921509635,153
Construction,501187.2336272725,212
Construction,562341.3251903491,165
Construction,630957.344480193,49
Construction,707945.7843841374,36
Transportation and Warehousing,1995.2623149688789,547
Transportation and Warehousing,2238.72113856834,280
Transportation and Warehousing,2511.88643150958,133
Transportation and Warehousing,2818.382931264455,466
Transportation and Warehousing,3162.2776601683795,226
Transportation and Warehousing,3548.133892335753,180
Transportation and Warehousing,3981.0717055349733,497
Transportation and Warehousing,4466.835921509631,1062
Transportation and Warehousing,5011.872336272725,245
Transportation and Warehousing,5623.413251903491,621
Transportation and Warehousing,6309.57344480193,503
Transportation and Warehousing,7079.457843841381,331
Transportation and Warehousing,7943.282347242814,763
Transportation and Warehousing,8912.509381337459,522
Transportation and Warehousing,10000.0,1440
Transportation and Warehousing,11220.18454301963,1233
Transportation and Warehousing,12589.254117941662,824
Transportation and Warehousing,14125.375446227554,1522
Transportation and Warehousing,15848.93192461114,912
Transportation and Warehousing,17782.794100389227,1184
Transportation and Warehousing,19952.62314968879,2713
Transportation and Warehousing,22387.21138568338,3107
Transportation and Warehousing,25118.864315095823,1808
Transportation and Warehousing,28183.82931264455,3904
Transportation and Warehousing,31622.776601683792,3799
Transportation and Warehousing,35481.33892335753,2517
Transportation and Warehousing,39810.71705534969,4827
Transportation and Warehousing,44668.359215096345,6702
Transportation and Warehousing,50118.72336272725,3269
Transportation and Warehousing,56234.13251903491,4473
Transportation and Warehousing,63095.7344480193,4863
Transportation and Warehousing,70794.57843841374,3215
Transportation and Warehousing,79432.82347242821,3552
Transportation and Warehousing,89125.0938133746,2304
Transportation and Warehousing,100000.0,2673
Transportation and Warehousing,112201.84543019629,1344
Transportation and Warehousing,125892.54117941661,816
Transportation and Warehousing,141253.75446227554,673
Transportation and Warehousing,158489.3192461114,413
Transportation and Warehousing,177827.94100389228,315
Transportation and Warehousing,199526.2314968879,481
Transportation and Warehousing,223872.11385683378,334
Transportation and Warehousing,251188.6431509582,110
Transportation and Warehousing,281838.2931264455,156
Transportation and Warehousing,316227.7660168379,38
Transportation and Warehousing,354813.3892335753,20
Transportation and Warehousing,398107.1705534969,39
Transportation and Warehousing,446683.5921509635,120
Transportation and Warehousing,501187.2336272725,129
Transportation and Warehousing,562341.3251903491,101
Transportation and Warehousing,630957.344480193,34
Transportation and Warehousing,707945.7843841374,28
Public Administration,1995.2623149688789,15
Public Administration,2238.72113856834,31
Public Administration,2511.88643150958,11
Public Administration,2818.382931264455,25
Public Administration,3162.2776601683795,10
Public Administration,3548.133892335753,8
Public Administration,3981.0717055349733,35
Public Administration,4466.835921509631,82
Public Administration,5011.872336272725,25
Public Administration,5623.413251903491,79
Public Administration,6309.57344480193,61
Public Administration,7079.457843841381,62
Public Administration,7943.282347242814,64
Public Administration,8912.509381337459,68
Public Administration,10000.0,177
Public Administration,11220.18454301963,118
Public Administration,12589.254117941662,119
Public Administration,14125.375446227554,193
Public Administration,15848.93192461114,183
Public Administration,17782.794100389227,336
Public Administration,19952.62314968879,1121
Public Administration,22387.21138568338,1744
Public Administration,25118.864315095823,899
Public Administration,28183.82931264455,890
Public Administration,31622.776601683792,679
Public Administration,35481.33892335753,558
Public Administration,39810.71705534969,772
Public Administration,44668.359215096345,1150
Public Administration,50118.72336272725,546
Public Administration,56234.13251903491,858
Public Administration,63095.7344480193,810
Public Administration,70794.57843841374,541
Public Administration,79432.82347242821,589
Public Administration,89125.0938133746,432
Public Administration,100000.0,516
Public Administration,112201.84543019629,360
Public Administration,125892.54117941661,214
Public Administration,141253.75446227554,171
Public Administration,158489.3192461114,81
Public Administration,177827.94100389228,50
Public Administration,199526.2314968879,26
Public Administration,223872.11385683378,19
Public Administration,251188.6431509582,3
Public Administration,281838.2931264455,5
Public Administration,316227.7660168379,2
Public Administration,398107.1705534969,1
Public Administration,446683.5921509635,1
Public Administration,501187.2336272725,6
Public Administration,562341.3251903491,6
Public Administration,630957.344480193,11
Educational Services,1995.2623149688789,1861
Educational Services,2238.72113856834,1122
Educational Services,2511.88643150958,443
Educational Services,2818.382931264455,1788
Educational Services,3162.2776601683795,907
Educational Services,3548.133892335753,626
Educational Services,3981.0717055349733,1858
Educational Services,4466.835921509631,3132
Educational Services,5011.872336272725,778
Educational Services,5623.413251903491,2014
Educational Services,6309.57344480193,1519
Educational Services,7079.457843841381,964
Educational Services,7943.282347242814,2065
Educational Services,8912.509381337459,1399
Educational Services,10000.0,3768
Educational Services,11220.18454301963,2872
Educational Services,12589.254117941662,2222
Educational Services,14125.375446227554,3099
Educational Services,15848.93192461114,2514
Educational Services,17782.794100389227,3107
Educational Services,19952.62314968879,6110
Educational Services,22387.21138568338,5682
Educational Services,25118.864315095823,3715
Educational Services,28183.82931264455,5893
Educational Services,31622.776601683792,6128
Educational Services,35481.33892335753,4933
Educational Services,39810.71705534969,9360
Educational Services,44668.359215096345,14159
Educational Services,50118.72336272725,9764
Educational Services,56234.13251903491,11291
Educational Services,63095.7344480193,10680
Educational Services,70794.57843841374,7504
Educational Services,79432.82347242821,8095
Educational Services,89125.0938133746,5867
Educational Services,100000.0,6056
Educational Services,112201.84543019629,2994
Educational Services,125892.54117941661,1972
Educational Services,141253.75446227554,1216
Educational Services,158489.3192461114,877
Educational Services,177827.94100389228,534
Educational Services,199526.2314968879,652
Educational Services,223872.11385683378,387
Educational Services,251188.6431509582,150
Educational Services,281838.2931264455,174
Educational Services,316227.7660168379,85
Educational Services,354813.3892335753,32
Educational Services,398107.1705534969,80
Educational Services,446683.5921509635,126
Educational Services,501187.2336272725,158
Educational Services,562341.3251903491,98
Educational Services,630957.344480193,59
Educational Services,707945.7843841374,72
Management of Companies and Enterprises,1995.2623149688789,686
Management of Companies and Enterprises,2238.72113856834,541
Management of Companies and Enterprises,2511.88643150958,210
Management of Companies and Enterprises,2818.382931264455,694
Management of Companies and Enterprises,3162.2776601683795,349
